Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060474,,81,38495,1,0.49,19.3
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060475,,76,38496,1,0.49,19.3
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060482,Fall,89,38497,1,0.42,18.5
Chipps Island,595531,4211218,SB018M,4/29/13,8:08,MWTR,CHN,AdClipped,060463,Spring,92,38498,1,0.54,17.7
Chipps Island,595531,4211218,SB018M,4/29/13,8:57,MWTR,CHN,AdClipped,055598,Fall,83,38499,1,0.63,18.1
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060481,Fall,106,38500,1,0.3,18.5
Chipps Island,595531,4211218,SB018M,1/2/13,8:35,MWTR,CHN,AdClipped,055550,LateFall,110,38501,1,0.26,7.5
Chipps Island,595531,4211218,SB018M,12/14/12,10:45,MWTR,CHN,AdClipped,055545,LateFall,194,38502,1,0.17,11.8
Chipps Island,595531,4211218,SB018S,12/17/12,10:11,MWTR,CHN,AdClipped,055537,LateFall,198,38503,1,0.24,11.2
Chipps Island,595531,4211218,SB018S,1/30/13,8:04,MWTR,CHN,AdClipped,055546,LateFall,180,38504,1,0.42,8.4
Chipps Island,595531,4211218,SB018N,2/8/13,9:08,MWTR,CHN,AdClipped,055546,LateFall,179,38505,1,0.4,9.9
Chipps Island,595531,4211218,SB018N,12/28/12,11:26,MWTR,CHN,AdClipped,055539,LateFall,148,38506,1,0.21,8.6
Chipps Island,595531,4211218,SB018M,1/4/13,10:12,MWTR,CHN,AdClipped,055544,LateFall,150,38507,1,0.27,7.7
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055598,Fall,85,38508,1,0.4,17.2
Chipps Island,595531,4211218,SB018N,4/22/13,8:46,MWTR,CHN,AdClipped,055597,Fall,82,38509,1,0.36,17.1
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,94,38510,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,89,38511,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,055593,Fall,87,38512,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060463,Spring,93,38513,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,060463,Spring,92,38514,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,1/2/13,11:04,MWTR,CHN,AdClipped,055544,LateFall,171,38515,1,0.24,7.7
Chipps Island,595531,4211218,SB018M,12/17/12,8:51,MWTR,CHN,AdClipped,055549,LateFall,104,38516,1,0.29,10.8
Chipps Island,595531,4211218,SB018S,12/17/12,10:11,MWTR,CHN,AdClipped,055542,LateFall,132,38517,1,0.24,11.2
Chipps Island,595531,4211218,SB018N,2/1/13,9:22,MWTR,CHN,AdClipped,055546,LateFall,179,38518,1,0.3,8.9
Chipps Island,595531,4211218,SB018M,2/6/13,9:44,MWTR,CHN,AdClipped,055540,LateFall,171,38519,1,0.36,9.8
Chipps Island,595531,4211218,SB018N,12/28/12,11:26,MWTR,CHN,AdClipped,055544,LateFall,199,38520,1,0.21,8.6
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055608,Fall,83,38522,1,0.4,17.2
Chipps Island,595531,4211218,SB018N,4/22/13,9:11,MWTR,CHN,AdClipped,060480,Fall,80,38523,1,0.36,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,90,38524,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,93,38525,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,055596,Fall,78,38526,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,055597,Fall,88,38527,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,055597,Fall,87,38528,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,1/9/13,13:17,MWTR,CHN,AdClipped,055544,LateFall,144,38529,1,0.31,7.7
Chipps Island,595531,4211218,SB018N,12/17/12,11:00,MWTR,CHN,AdClipped,055539,LateFall,174,38531,1,0.26,11
Chipps Island,595531,4211218,SB018M,2/4/13,7:52,MWTR,CHN,AdClipped,055540,LateFall,168,38532,1,0.34,9.5
Chipps Island,595531,4211218,SB018M,2/6/13,9:44,MWTR,CHN,AdClipped,055546,LateFall,157,38533,1,0.36,9.8
Chipps Island,595531,4211218,SB018N,12/28/12,11:26,MWTR,CHN,AdClipped,055547,LateFall,105,38534,1,0.21,8.6
Chipps Island,595531,4211218,SB018N,4/22/13,8:20,MWTR,CHN,AdClipped,060480,Fall,86,38535,1,0.28,17.1
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055599,Fall,84,38536,1,0.4,17.2
Chipps Island,595531,4211218,SB018N,4/22/13,9:11,MWTR,CHN,AdClipped,055598,Fall,81,38537,1,0.36,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060480,Fall,92,38538,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060463,Spring,101,38539,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060480,Fall,85,38540,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,060463,Spring,89,38541,1,0.37,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,055596,Fall,87,38542,1,0.37,17.3
Chipps Island,595531,4211218,SB018M,1/18/13,11:37,MWTR,CHN,AdClipped,055546,LateFall,187,38543,1,0.29,7.2
Chipps Island,595531,4211218,SB018S,12/17/12,9:18,MWTR,CHN,AdClipped,055543,LateFall,118,38544,1,0.25,11
Chipps Island,595531,4211218,SB018M,12/21/12,8:19,MWTR,CHN,AdClipped,055547,LateFall,159,38545,1,0.31,9.9
Chipps Island,595531,4211218,SB018S,2/4/13,9:29,MWTR,CHN,AdClipped,055540,LateFall,164,38546,1,0.33,9.6
Chipps Island,595531,4211218,SB018M,2/8/13,7:53,MWTR,CHN,AdClipped,055540,LateFall,163,38547,1,0.41,9.9
Chipps Island,595531,4211218,SB018N,12/28/12,11:54,MWTR,CHN,AdClipped,055544,LateFall,168,38548,1,0.2,8.6
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,90,38549,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,89,38551,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055593,Fall,89,38552,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060480,Fall,89,38553,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,055608,Fall,83,38554,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,055599,Fall,82,38555,1,0.37,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,055608,Fall,84,38556,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,12/17/12,9:18,MWTR,CHN,AdClipped,055538,LateFall,166,38558,1,0.25,11
Chipps Island,595531,4211218,SB018S,12/21/12,10:05,MWTR,CHN,AdClipped,055541,LateFall,141,38559,1,0.2,9.8
Chipps Island,595531,4211218,SB018S,2/4/13,9:53,MWTR,CHN,AdClipped,055540,LateFall,164,38560,1,0.33,9.5
Chipps Island,595531,4211218,SB018M,2/8/13,8:17,MWTR,CHN,AdClipped,055540,LateFall,148,38561,1,0.39,9.9
Chipps Island,595531,4211218,SB018M,12/31/12,9:27,MWTR,CHN,AdClipped,055541,LateFall,116,38562,1,0.28,8.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,91,38563,1,0.4,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,97,38564,1,0.43,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055596,Fall,89,38565,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055599,Fall,91,38566,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060480,Fall,96,38567,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060463,Spring,89,38568,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,060480,Fall,90,38569,1,0.37,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:29,MWTR,CHN,AdClipped,060463,Spring,88,38570,1,0.37,17.3
Chipps Island,595531,4211218,SB018M,1/28/13,8:18,MWTR,CHN,AdClipped,055546,LateFall,195,38571,1,0.43,8.1
Chipps Island,595531,4211218,SB018S,12/17/12,9:47,MWTR,CHN,AdClipped,055543,LateFall,132,38572,1,0.25,11.1
Chipps Island,595531,4211218,SB018S,12/21/12,10:29,MWTR,CHN,AdClipped,055549,LateFall,103,38573,1,0.21,9.8
Chipps Island,595531,4211218,SB018N,2/4/13,10:45,MWTR,CHN,AdClipped,055546,LateFall,146,38574,1,0.26,9.6
Chipps Island,595531,4211218,SB018N,2/8/13,9:56,MWTR,CHN,AdClipped,055540,LateFall,163,38575,1,0.38,9.9
Chipps Island,595531,4211218,SB018N,12/31/12,11:02,MWTR,CHN,AdClipped,055544,LateFall,195,38576,1,0.23,8.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,90,38577,1,0.4,17.2
Chipps Island,595531,4211218,SB018N,4/22/13,8:20,MWTR,CHN,AdClipped,060463,Spring,85,38578,1,0.28,17.1
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,060463,Spring,95,38579,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,9:39,MWTR,CHN,AdClipped,055597,Fall,90,38580,1,0.4,17.2
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060463,Spring,88,38581,1,0.38,17.3
Chipps Island,595531,4211218,SB018M,4/22/13,10:03,MWTR,CHN,AdClipped,060463,Spring,88,38582,1,0.38,17.3
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,85,38583,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,055596,Fall,86,38584,1,0.43,17.2
South Meridian,594664,4329953,SR130E,5/8/13,9:15,SEIN,CHN,AdClipped,055608,Fall,82,38586,1,,15.9
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055609,Fall,76,38591,1,,14.5
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055609,Fall,78,38605,1,,14.5
B&W Marina,624521,4220709,MK004W,4/25/13,7:53,SEIN,CHN,AdClipped,060463,Spring,97,38638,1,,17.2
Brannan Island,615473,4219391,TM001N,5/8/13,10:17,SEIN,CHN,AdClipped,055596,Fall,91,38652,1,,19.1
Elkhorn,619739,4281157,SR071E,4/17/13,12:31,SEIN,CHN,AdClipped,060463,Spring,90,38737,1,,15.6
South Meridian,594664,4329953,SR130E,4/29/13,9:10,SEIN,CHN,AdClipped,055606,Fall,75,38748,1,,19.1
Elkhorn,619739,4281157,SR071E,4/17/13,12:31,SEIN,CHN,AdClipped,055599,Fall,72,38751,1,,15.6
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055599,Fall,82,38752,1,,14.5
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055608,Fall,70,38766,1,,14.5
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055598,Fall,74,38780,1,,14.5
Tisdale,601969,4320172,SR119E,4/17/13,9:33,SEIN,CHN,AdClipped,055593,Fall,80,38793,1,,14.5
Elkhorn,619739,4281157,SR071E,4/17/13,12:31,SEIN,CHN,AdClipped,055609,Fall,82,38794,1,,15.6
Chipps Island,595531,4211218,SB018M,5/17/13,12:07,MWTR,CHN,AdClipped,060485,Fall,104,38963,1,0.33,19.2
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,99,38965,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060475,,75,38966,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,94,38967,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:34,MWTR,CHN,AdClipped,060474,,88,38968,1,0.4,19.5
Chipps Island,595531,4211218,SB018N,5/17/13,9:19,MWTR,CHN,AdClipped,060434,,118,38969,1,0.41,18.7
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060434,,92,38970,1,0.29,19.1
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,068633,,81,38971,1,0.39,18.6
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,060435,,102,38972,1,0.39,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:55,MWTR,CHN,AdClipped,060489,Fall,85,38973,1,0.36,18.6
Chipps Island,595531,4211218,SB018M,5/29/13,9:40,MWTR,CHN,AdClipped,060489,Fall,84,38974,1,0.39,18.3
Chipps Island,595531,4211218,SB018S,5/15/13,12:47,MWTR,CHN,AdClipped,060476,,82,38975,1,0.37,19.8
Chipps Island,595531,4211218,SB018S,5/28/13,8:48,MWTR,CHN,AdClipped,060485,Fall,89,38976,1,0.4,18.1
Chipps Island,595531,4211218,SB018M,5/17/13,12:07,MWTR,CHN,AdClipped,060486,Fall,94,38977,1,0.33,19.2
Chipps Island,595531,4211218,SB018N,5/15/13,11:36,MWTR,CHN,AdClipped,055594,Fall,86,38979,1,0.26,19.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060476,,84,38980,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,96,38981,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:34,MWTR,CHN,AdClipped,060474,,86,38982,1,0.4,19.5
Chipps Island,595531,4211218,SB018N,5/15/13,10:47,MWTR,CHN,AdClipped,060475,,76,38984,1,0.42,19.7
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,068633,,76,38985,1,0.39,18.6
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,NT,,80,38986,1,0.39,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:55,MWTR,CHN,AdClipped,060489,Fall,86,38987,1,0.36,18.6
Chipps Island,595531,4211218,SB018M,5/29/13,10:04,MWTR,CHN,AdClipped,060489,Fall,95,38988,1,0.28,18.4
Chipps Island,595531,4211218,SB018S,5/15/13,12:24,MWTR,CHN,AdClipped,060475,,78,38989,1,0.36,19.7
Chipps Island,595531,4211218,SB018S,5/31/13,8:01,MWTR,CHN,AdClipped,060487,,92,38990,1,0.39,18.7
Chipps Island,595531,4211218,SB018M,5/17/13,12:07,MWTR,CHN,AdClipped,060485,Fall,83,38991,1,0.33,19.2
Chipps Island,595531,4211218,SB018S,5/15/13,12:24,MWTR,CHN,AdClipped,060484,Fall,100,38992,1,0.36,19.7
Chipps Island,595531,4211218,SB018N,5/15/13,11:36,MWTR,CHN,AdClipped,060484,Fall,92,38993,1,0.26,19.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,95,38994,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,80,38995,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:34,MWTR,CHN,AdClipped,060484,Fall,87,38996,1,0.4,19.5
Chipps Island,595531,4211218,SB018S,5/17/13,8:53,MWTR,CHN,AdClipped,060434,,102,38997,1,0.4,19.1
Chipps Island,595531,4211218,SB018N,5/15/13,10:47,MWTR,CHN,AdClipped,060475,,75,38998,1,0.42,19.7
Chipps Island,595531,4211218,SB018S,5/31/13,8:01,MWTR,CHN,AdClipped,060489,Fall,86,38999,1,0.39,18.7
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,060489,Fall,83,39000,1,0.39,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:55,MWTR,CHN,AdClipped,068633,,84,39001,1,0.36,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:31,MWTR,CHN,AdClipped,060489,Fall,94,39002,1,0.39,18.5
Chipps Island,595531,4211218,SB018S,5/29/13,8:51,MWTR,CHN,AdClipped,055610,Fall,94,39003,1,0.41,18.2
Chipps Island,595531,4211218,SB018S,5/31/13,8:01,MWTR,CHN,AdClipped,068633,,85,39004,1,0.39,18.7
Chipps Island,595531,4211218,SB018S,5/23/13,10:51,MWTR,CHN,AdClipped,060475,,76,39005,1,0.26,18.5
Chipps Island,595531,4211218,SB018S,5/15/13,12:24,MWTR,CHN,AdClipped,060475,,73,39006,1,0.36,19.7
Chipps Island,595531,4211218,SB018N,5/15/13,11:36,MWTR,CHN,AdClipped,060476,,79,39007,1,0.26,19.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060476,,84,39008,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060475,,81,39009,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,85,39010,1,0.45,19.5
Chipps Island,595531,4211218,SB018S,5/17/13,8:53,MWTR,CHN,AdClipped,060434,,98,39011,1,0.4,19.1
Chipps Island,595531,4211218,SB018N,5/15/13,11:36,MWTR,CHN,AdClipped,055605,Fall,86,39012,1,0.26,19.8
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,060489,Fall,83,39013,1,0.39,18.6
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,060457,,90,39014,1,0.39,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:31,MWTR,CHN,AdClipped,060489,Fall,87,39016,1,0.39,18.5
Chipps Island,595531,4211218,SB018M,5/29/13,9:40,MWTR,CHN,AdClipped,060489,Fall,81,39017,1,0.39,18.3
Chipps Island,595531,4211218,SB018M,5/31/13,10:34,MWTR,CHN,AdClipped,060489,Fall,85,39018,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/15/13,12:24,MWTR,CHN,AdClipped,060484,Fall,84,39019,1,0.36,19.7
Chipps Island,595531,4211218,SB018S,5/15/13,12:01,MWTR,CHN,AdClipped,060476,,78,39020,1,0.37,19.6
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,98,39021,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,96,39022,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:58,MWTR,CHN,AdClipped,060484,Fall,90,39023,1,0.45,19.5
Chipps Island,595531,4211218,SB018M,5/15/13,9:34,MWTR,CHN,AdClipped,060484,Fall,90,39024,1,0.4,19.5
Chipps Island,595531,4211218,SB018N,5/17/13,9:19,MWTR,CHN,AdClipped,060434,,113,39025,1,0.41,18.7
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,068633,,79,39026,1,0.39,18.6
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,068731,,86,39027,1,0.39,18.6
Chipps Island,595531,4211218,SB018S,5/31/13,7:36,MWTR,CHN,AdClipped,060488,,100,39028,1,0.39,18.6
Chipps Island,595531,4211218,SB018N,5/29/13,10:31,MWTR,CHN,AdClipped,060489,Fall,78,39029,1,0.39,18.5
Chipps Island,595531,4211218,SB018S,5/29/13,8:51,MWTR,CHN,AdClipped,060489,Fall,87,39030,1,0.41,18.2
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060484,Fall,100,39031,1,0.29,19.1
Chipps Island,595531,4211218,SB018N,5/23/13,12:25,MWTR,CHN,AdClipped,060475,,80,39032,1,0.33,18.8
Chipps Island,595531,4211218,SB018N,5/6/13,9:25,MWTR,CHN,AdClipped,055605,Fall,76,39033,1,0.28,18.9
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060484,Fall,84,39035,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060486,Fall,86,39036,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060434,,99,39037,1,0.37,18.7
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060474,,78,39038,1,0.37,19.5
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060474,,82,39039,1,0.37,19.5
Chipps Island,595531,4211218,SB018N,5/13/13,12:01,MWTR,CHN,AdClipped,060476,,85,39040,1,0.26,19.5
Chipps Island,595531,4211218,SB018M,5/10/13,9:52,MWTR,CHN,AdClipped,060434,,110,39041,1,0.3,18.6
Chipps Island,595531,4211218,SB018S,5/29/13,7:41,MWTR,CHN,AdClipped,060475,,87,39042,1,0.58,18.3
Chipps Island,595531,4211218,SB018S,5/13/13,8:57,MWTR,CHN,AdClipped,060475,,81,39043,1,0.45,19.3
Chipps Island,595531,4211218,SB018S,5/6/13,11:34,MWTR,CHN,AdClipped,055606,Fall,80,39044,1,0.32,19
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,055606,Fall,74,39045,1,0.39,18.9
Chipps Island,595531,4211218,SB018M,5/6/13,9:03,MWTR,CHN,AdClipped,055609,Fall,82,39046,1,0.22,18.9
Chipps Island,595531,4211218,SB018N,5/6/13,9:51,MWTR,CHN,AdClipped,060481,Fall,95,39047,1,0.31,19
Chipps Island,595531,4211218,SB018N,5/17/13,10:08,MWTR,CHN,AdClipped,060485,Fall,91,39048,1,0.5,18.6
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060484,Fall,99,39049,1,0.37,18.7
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060475,,84,39050,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060475,,75,39051,1,0.37,18.7
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,NT,,88,39052,1,0.37,19.5
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,055610,Fall,83,39053,1,0.37,19.5
Chipps Island,595531,4211218,SB018N,5/13/13,12:01,MWTR,CHN,AdClipped,060475,,82,39054,1,0.26,19.5
Chipps Island,595531,4211218,SB018M,5/10/13,10:42,MWTR,CHN,AdClipped,060474,,94,39055,1,0.36,18.6
Chipps Island,595531,4211218,SB018S,5/29/13,8:27,MWTR,CHN,AdClipped,060489,Fall,81,39056,1,0.41,18.2
Chipps Island,595531,4211218,SB018M,5/23/13,8:45,MWTR,CHN,AdClipped,060475,,83,39057,1,0.26,18.1
Chipps Island,595531,4211218,SB018S,5/10/13,11:35,MWTR,CHN,AdClipped,055604,Fall,81,39058,1,0.2,19
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,055605,Fall,81,39059,1,0.39,18.9
Chipps Island,595531,4211218,SB018M,5/6/13,9:03,MWTR,CHN,AdClipped,055606,Fall,81,39060,1,0.22,18.9
Chipps Island,595531,4211218,SB018N,5/6/13,9:51,MWTR,CHN,AdClipped,060483,Fall,84,39061,1,0.31,19
Chipps Island,595531,4211218,SB018N,5/17/13,10:08,MWTR,CHN,AdClipped,060475,,77,39062,1,0.5,18.6
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060476,,79,39063,1,0.37,18.7
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060485,Fall,93,39064,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,055607,Fall,84,39065,1,0.37,18.7
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060474,,82,39066,1,0.37,19.5
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060476,,80,39067,1,0.37,19.5
Chipps Island,595531,4211218,SB018N,5/13/13,11:36,MWTR,CHN,AdClipped,060475,,74,39068,1,0.25,19.4
Chipps Island,595531,4211218,SB018M,5/10/13,10:42,MWTR,CHN,AdClipped,060474,,91,39069,1,0.36,18.6
Chipps Island,595531,4211218,SB018N,5/13/13,12:01,MWTR,CHN,AdClipped,060475,,81,39070,1,0.26,19.5
Chipps Island,595531,4211218,SB018M,5/23/13,9:38,MWTR,CHN,AdClipped,060475,,76,39071,1,0.25,17.9
Chipps Island,595531,4211218,SB018S,5/10/13,11:35,MWTR,CHN,AdClipped,055607,Fall,84,39072,1,0.2,19
Chipps Island,595531,4211218,SB018M,5/6/13,8:14,MWTR,CHN,AdClipped,060483,Fall,65,39073,1,0.3,18.8
Chipps Island,595531,4211218,SB018M,5/6/13,9:03,MWTR,CHN,AdClipped,055610,Fall,78,39074,1,0.22,18.9
Chipps Island,595531,4211218,SB018N,5/6/13,9:25,MWTR,CHN,AdClipped,060483,Fall,92,39075,1,0.28,18.9
Chipps Island,595531,4211218,SB018N,5/17/13,9:43,MWTR,CHN,AdClipped,060485,Fall,102,39076,1,0.37,18.6
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,NT,,100,39077,1,0.37,18.7
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060485,Fall,91,39078,1,0.42,18.4
Chipps Island,595531,4211218,SB018S,5/17/13,8:28,MWTR,CHN,AdClipped,060485,Fall,94,39079,1,0.37,18.7
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060476,,80,39080,1,0.37,19.5
Chipps Island,595531,4211218,SB018M,5/13/13,9:50,MWTR,CHN,AdClipped,060482,,78,39081,1,0.37,19.5
